g_number,g_price,g_details,g_picture,g_color,g_size,g_brand
100056664651,2499.00,商品名称：vivoPA2373&商品编号：100056664651&商品毛重：1.067kg&商品产地：中国大陆&内存容量：128GB&是否支持专用键盘：支持专用键盘&支持IPv6：支持IPv6&护眼模式：莱茵认证&系统：Android&CPU核心数：八核&运行内存：8GB&类型：办公平板&厚度：7.0mm以下&屏幕尺寸：12.1英寸&分辨率：2800*2000&颜色：紫色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/173827/10/36594/54960/645dec80F6a5b3dcd/a47e99167e135a85.jpg,星云紫,8GB+128GB,vivo
100056375401,2799.00,商品名称：小米23046RP50C&商品编号：100056375401&商品毛重：1.07kg&商品产地：中国大陆&屏幕尺寸：11英寸&是否支持专用键盘：支持专用键盘&类型：办公平板&护眼模式：莱茵认证&系统：Android&支持IPv6：支持IPv6&CPU核心数：八核&内存容量：256GB&热门机型：小米平板&厚度：7.0mm以下&运行内存：8GB&分辨率：2880*1800&特性：分屏应用，窄边框，高保真音质，AI智能语音&颜色：黑色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/212055/33/29638/98719/6454ef95F47371688/bf4503cee9180c47.jpg,新【平板6Pro 骁龙8+】黑色,8+256GB/144Hz/2.8K,小米（MI）
100043442019,1099.00,商品名称：小米Redmi平板&商品编号：100043442019&商品毛重：0.79kg&商品产地：中国大陆&屏幕尺寸：10.6英寸&可扩展容量：最大支持1TB&分辨率：2000*1200&类型：娱乐平板&护眼模式：莱茵认证&系统：Android&厚度：7.1-9mm&CPU核心数：八核&运行内存：4GB&热门机型：小米平板&支持IPv6：支持IPv6&内存容量：128GB&特性：机身防水，分屏应用，高保真音质，AI智能语音&颜色：灰色&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/174421/27/32359/63745/6458bb4bF6e8180ce/8401eaf8b18c1c35.jpg,Redmi平板 深灰色,4+128GB/2K/90Hz,小米（MI）
100045109165,3399.00,商品名称：AppleiPad（第十代） &商品编号：100045109165&商品毛重：0.9kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&是否支持专用键盘：支持专用键盘&类型：学习平板&系统：iPadOS&处理器：A14&内存容量：64GB&运行内存：其他&厚度：7.0mm以下&分辨率：2360*1640&支持IPv6：不支持IPv6&特性：指纹识别&颜色：银色&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/177258/14/30020/20445/63526e16E2478d4af/b418f484e4aff57b.jpg,银色,iPad10代 64G WLAN版,Apple
100055158137,2499.00,商品名称：华为HUAWEI MatePad 11英寸2023款&商品编号：100055158137&商品毛重：0.9kg&商品产地：中国大陆&内存容量：128GB&分辨率：2560*1600&支持IPv6：支持IPv6&系统：HarmonyOS&CPU核心数：八核&运行内存：8GB&屏幕尺寸：11英寸&厚度：7.1-9mm&类型：学习平板&热门机型：华为 MatePad&颜色：紫色&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/178142/22/33808/25619/64256ddeFffb9a27c/e8329fb598d24e82.jpg,【MatePad11新品】流光紫,8+128GB,华为（HUAWEI）
100051302579,2299.00,商品名称：荣耀荣耀平板V8 Pro&商品编号：100051302579&商品毛重：0.99kg&商品产地：中国大陆&内存容量：128GB&学生模式：含学生模式&支持IPv6：支持IPv6&护眼模式：莱茵认证&系统：MagicOS&分辨率：2560*1600&CPU核心数：八核&类型：办公平板&运行内存：8GB&厚度：7.0mm以下&家长管控：可管控&是否支持专用键盘：支持专用键盘&屏幕尺寸：12.1英寸&颜色：灰色&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/124590/13/33083/71886/6459fc20F27483cf3/4ebecc13a62efc8d.jpg,【V8 pro】星空灰,8+128GB,荣耀（HONOR）
100047008816,2699.00,商品名称：华为HUAWEI MatePad 11英寸2023款&商品编号：100047008816&商品毛重：0.9kg&商品产地：中国大陆&内存容量：128GB&分辨率：2560*1600&支持IPv6：支持IPv6&系统：HarmonyOS&CPU核心数：八核&运行内存：8GB&屏幕尺寸：11英寸&厚度：7.1-9mm&类型：学习平板&热门机型：华为 MatePad&颜色：白色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/38535/7/20195/27575/64256eebF82352546/1bfe56fea76dfd6d.jpg,【MatePad11柔光版】晶钻白,8+128GB,华为（HUAWEI）
100013225403,5298.00,商品名称：步步高P20H130&商品编号：100013225403&商品毛重：1.28kg&商品产地：中国大陆&屏幕尺寸：12.7英寸&学生模式：含学生模式&支持IPv6：支持IPv6&类型：学生平板&内存容量：256GB&适用人群：小学，初中生，高中生&运行内存：8GB&接口：Type-C&家长管控：可管控&附加功能：MP3播放，真人发音，摄像头功能&电池容量：8001-9000mAh&内核：八核&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/193426/22/31661/148446/645ded8dF8ad269a3/ef5ff63d3217e7de.jpg,【旗舰S6 8+256G】,,步步高（BBK）
100034710060,4399.00,商品名称：AppleiPad Air（第五代）&商品编号：100034710060&商品毛重：0.86kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&是否支持专用键盘：支持专用键盘&支持IPv6：不支持IPv6&系统：iPadOS&运行内存：其他&处理器：Apple M1芯片&厚度：7.0mm以下&热门机型：iPad Air&CPU核心数：八核&类型：娱乐平板&内存容量：64GB&分辨率：2360*1640&颜色：紫色&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/208961/33/33196/35330/645b585fFfe76e997/5450d15ab6596f24.jpg,紫色,WLAN版 64G,Apple
100048837216,2099.00,商品名称：小米23043RP34C&商品编号：100048837216&商品毛重：1.055kg&商品产地：中国大陆&屏幕尺寸：11英寸&是否支持专用键盘：支持专用键盘&支持IPv6：支持IPv6&类型：办公平板&护眼模式：莱茵认证&系统：Android&厚度：7.0mm以下&处理器：高通骁龙870&CPU核心数：八核&运行内存：8GB&热门机型：小米平板&分辨率：2880*1800&内存容量：128GB&特性：分屏应用，窄边框，高保真音质，AI智能语音&颜色：蓝色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/137547/8/34946/100394/6454f110F7dee7065/c5f3678c27a25eac.jpg,新【小米平板6】远山蓝,8+128GB/144Hz/2.8K,小米（MI）
10064879697355,1688.00,商品名称：小米粽S90&商品编号：10064879697355&店铺： 小米粽官方旗舰店&商品毛重：1.6kg&商品产地：中国大陆&屏幕尺寸：12英寸&能效等级：一级能效&学生模式：含学生模式&是否支持专用键盘：支持专用键盘&类型：二合一平板&系统：Android&优选服务：三年质保&支持IPv6：不支持IPv6&厚度：7.0mm以下&CPU核心数：十核&运行内存：12GB&分辨率：2560*1600&家长管控：可管控&内存容量：512GB&特性：5G上网，分屏应用，3G或4G上网，窄边框，GPS导航，高保真音质，AI智能语音&颜色：灰色&,http://img10.360buyimg.com/n1/jfs/t1/196523/13/28490/34552/63652a77Ea9edd69f/2d9229895aa812a4.jpg,曜石灰,新Pro旗舰12G+512G原装键盘鼠标,小米粽
10066597543243,5199.00,商品名称：苹果（Apple）iPad Air&商品编号：10066597543243&店铺： APPLE聚石专卖店&商品毛重：1.2kg&屏幕尺寸：10.9英寸&分辨率：2360*1640&类型：娱乐平板&系统：iPadOS&厚度：7.0mm以下&运行内存：其他&内存容量：256GB&支持IPv6：不支持IPv6&颜色：其他&,http://img13.360buyimg.com/n1/jfs/t1/129469/34/35874/20571/6446547eF43333afb/53075d2123384b9b.jpg,灰色,256GB WLAN版 【官方标配】,苹果（Apple）
66770331092,6599.00,商品名称：苹果（Apple）A2762&商品编号：66770331092&店铺： APPLE翔合专卖店&商品毛重：466.00g&商品产地：其他&内存容量：128GB&分辨率：2388*1668&类型：其他&系统：iPadOS&厚度：7.0mm以下&热门机型：iPad Pro&支持IPv6：不支持IPv6&运行内存：其他&颜色：其他&,http://img12.360buyimg.com/n1/jfs/t1/108526/11/34635/75617/645fabd8F03dc2ddb/82718ed81801e8a5.jpg,11英寸【 128G 】【 灰色 】,WIFI版 【  官 方 标 配  】,苹果（Apple）
100049272624,4799.00,商品名称：BOE21A900&商品编号：100049272624&商品毛重：4.45kg&商品产地：中国大陆&内存容量：128GB&学生模式：含学生模式&类型：学生平板&护眼模式：莱茵认证&电池容量：电源供电&适用人群：学龄前，小学，初中生&运行内存：6GB&接口：USB&家长管控：可管控&屏幕尺寸：21.5英寸&支持IPv6：不支持IPv6&内核：八核&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/133419/32/32485/141851/645c51ceF88069fd2/e029f2cf4559eeea.jpg,E3灵动版 6+128【新品上市】,,BOE
100019718243,4799.00,商品名称：AppleiPad Air（第五代）&商品编号：100019718243&商品毛重：0.9kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&是否支持专用键盘：支持专用键盘&类型：娱乐平板&系统：iPadOS&内存容量：64GB&处理器：Apple M1芯片&厚度：7.0mm以下&运行内存：其他&CPU核心数：八核&支持IPv6：不支持IPv6&热门机型：iPad Air&分辨率：2360*1640&颜色：灰色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/96155/33/39800/29841/645b57c5Faa891935/2a44b158a44c3e2e.jpg,深空灰色,WLAN版 64G,Apple
100034710018,5599.00,商品名称：AppleiPad Air（第五代）&商品编号：100034710018&商品毛重：0.85kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&是否支持专用键盘：支持专用键盘&类型：娱乐平板&系统：iPadOS&运行内存：其他&厚度：7.0mm以下&内存容量：256GB&热门机型：iPad Air&分辨率：2360*1640&CPU核心数：八核&支持IPv6：不支持IPv6&处理器：Apple M1芯片&颜色：紫色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/202483/6/29467/35330/645b5839F74d65596/755c5b5a8b539b82.jpg,紫色,WLAN版 256G,Apple
100019718287,4399.00,商品名称：AppleiPad Air（第五代）&商品编号：100019718287&商品毛重：0.856kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&是否支持专用键盘：支持专用键盘&类型：娱乐平板&系统：iPadOS&内存容量：64GB&处理器：Apple M1芯片&厚度：7.0mm以下&运行内存：其他&CPU核心数：八核&支持IPv6：不支持IPv6&热门机型：iPad Air&分辨率：2360*1640&颜色：灰色&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/88517/14/39442/30135/645b5855F22616630/1739e5a66ca5f6cc.jpg,深空灰色,WLAN版 64G,Apple
100028614703,1549.00,商品名称：荣耀HEY-W09&商品编号：100028614703&商品毛重：0.857kg&商品产地：中国大陆&内存容量：128GB&分辨率：2000*1200&学生模式：含学生模式&类型：娱乐平板&支持IPv6：支持IPv6&护眼模式：莱茵认证&系统：Android&处理器：高通680&厚度：7.0mm以下&是否支持专用键盘：支持专用键盘&运行内存：6GB&CPU核心数：八核&家长管控：可管控&屏幕尺寸：12英寸&特性：分屏应用&颜色：蓝色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/222389/25/27649/69279/6459fce2Fadf3aac9/abbf4e59df6fe35a.jpg,【荣耀平板8】曙光蓝,6+128GB,荣耀（HONOR）
100034709978,5999.00,商品名称：AppleiPad Air（第五代）&商品编号：100034709978&商品毛重：0.9kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&是否支持专用键盘：支持专用键盘&支持IPv6：不支持IPv6&系统：iPadOS&类型：娱乐平板&厚度：7.0mm以下&内存容量：256GB&热门机型：iPad Air&分辨率：2360*1640&CPU核心数：八核&运行内存：其他&处理器：Apple M1芯片&颜色：蓝色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/98243/33/24899/41076/645b5785Fd5912767/7ffbf3edfe7294aa.jpg,蓝色,WLAN版 256G,Apple
100038829675,1099.00,商品名称：荣耀AGM3-W09HN &商品编号：100038829675&商品毛重：0.73kg&商品产地：中国大陆&内存容量：128GB&可扩展容量：最大支持512GB&分辨率：1920*1200&类型：娱乐平板&护眼模式：莱茵认证&系统：Android&支持IPv6：支持IPv6&厚度：7.1-9mm&学生模式：含学生模式&运行内存：6GB&CPU核心数：八核&家长管控：可管控&屏幕尺寸：10.1英寸&特性：分屏应用&颜色：蓝色&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/202245/32/33533/59674/64560a8aFa1e8c0b3/2cf71fbf7ad09620.jpg,【热卖爆款X8】128G 曙光蓝,官方标配,荣耀（HONOR）
100048837194,1899.00,商品名称：小米23043RP34C&商品编号：100048837194&商品毛重：1.044kg&商品产地：中国大陆&屏幕尺寸：11英寸&分辨率：2880*1800&支持IPv6：支持IPv6&类型：办公平板&护眼模式：莱茵认证&系统：Android&厚度：7.0mm以下&处理器：高通骁龙870&CPU核心数：八核&热门机型：小米平板&运行内存：6GB&内存容量：128GB&是否支持专用键盘：支持专用键盘&特性：分屏应用，窄边框，高保真音质，AI智能语音&颜色：蓝色&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/116681/3/35574/102698/645a31c7F7c83d5b3/b7caeb8c61f50a7c.jpg,新【小米平板6】远山蓝,6+128GB/144Hz/2.8K,小米（MI）
100034710000,4799.00,商品名称：AppleiPad Air（第五代）&商品编号：100034710000&商品毛重：0.9kg&商品产地：中国大陆&屏幕尺寸：10.9英寸&是否支持专用键盘：支持专用键盘&支持IPv6：不支持IPv6&系统：iPadOS&运行内存：其他&处理器：Apple M1芯片&厚度：7.0mm以下&热门机型：iPad Air&CPU核心数：八核&类型：娱乐平板&内存容量：64GB&分辨率：2360*1640&颜色：紫色&,http://img10.360buyimg.com/n1/s450x450_jfs/t1/14093/33/26734/34970/645b57a9F27dc74d8/1058fd8e84b55b08.jpg,紫色,WLAN版 64G,Apple
100047008818,2699.00,商品名称：华为HUAWEI MatePad 11英寸2023款&商品编号：100047008818&商品毛重：0.92kg&商品产地：中国大陆&内存容量：128GB&分辨率：2560*1600&支持IPv6：支持IPv6&系统：HarmonyOS&CPU核心数：八核&运行内存：8GB&屏幕尺寸：11英寸&厚度：7.1-9mm&类型：学习平板&热门机型：华为 MatePad&颜色：紫色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/69377/5/20592/26976/64256e5cFb3c18044/4808d5a0659dc4ed.jpg,【MatePad11柔光版】流光紫,8+128GB,华为（HUAWEI）
100048837194,1899.00,商品名称：小米23043RP34C&商品编号：100048837194&商品毛重：1.044kg&商品产地：中国大陆&屏幕尺寸：11英寸&分辨率：2880*1800&支持IPv6：支持IPv6&类型：办公平板&护眼模式：莱茵认证&系统：Android&厚度：7.0mm以下&处理器：高通骁龙870&CPU核心数：八核&热门机型：小米平板&运行内存：6GB&内存容量：128GB&是否支持专用键盘：支持专用键盘&特性：分屏应用，窄边框，高保真音质，AI智能语音&颜色：蓝色&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/116681/3/35574/102698/645a31c7F7c83d5b3/b7caeb8c61f50a7c.jpg,新【小米平板6】远山蓝,6+128GB/144Hz/2.8K,小米（MI）
100045664986,2999.00,商品名称：OPPOOPD2201&商品编号：100045664986&商品毛重：1.17kg&商品产地：中国大陆&屏幕尺寸：11.61英寸&分辨率：2800*2000&支持IPv6：支持IPv6&类型：办公平板&护眼模式：莱茵认证&系统：ColorOS&内存容量：256GB&CPU核心数：八核&运行内存：8GB&热门机型：OPPO Pad 2&厚度：7.0mm以下&家长管控：可管控&是否支持专用键盘：支持专用键盘&特性：分屏应用，窄边框&颜色：灰色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/131590/34/35544/63889/645c9cf5Fb7ca6a43/5fbe7abc6389d227.jpg,星云灰,8GB+256GB,OPPO
10068135208241,1288.00,商品名称：HUAVS90&商品编号：10068135208241&店铺： HUAV平板电脑旗舰店&商品毛重：1.2kg&商品产地：中国大陆&可扩展容量：最大支持1TB&分辨率：2560*1600&类型：二合一平板&优选服务：三年质保&厚度：7.0mm以下&特性：机身防水，5G上网，分屏应用，3G或4G上网，指纹识别，窄边框，GPS导航，高保真音质，AI智能语音&屏幕尺寸：12英寸&能效等级：一级能效&学生模式：含学生模式&支持IPv6：不支持IPv6&CPU核心数：十核&运行内存：12GB&内存容量：128GB&家长管控：可管控&是否支持专用键盘：支持专用键盘&系统：Android&颜色：蓝色&,http://img11.360buyimg.com/n1/jfs/t1/115353/24/31097/63191/63da1232Fda9b4e96/66e1ff3e295581b7.jpg,星河蓝,新Pro旗舰12G+128G原装键盘鼠标,HUAV
100049272624,4799.00,商品名称：BOE21A900&商品编号：100049272624&商品毛重：4.45kg&商品产地：中国大陆&内存容量：128GB&学生模式：含学生模式&类型：学生平板&护眼模式：莱茵认证&电池容量：电源供电&适用人群：学龄前，小学，初中生&运行内存：6GB&接口：USB&家长管控：可管控&屏幕尺寸：21.5英寸&支持IPv6：不支持IPv6&内核：八核&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/133419/32/32485/141851/645c51ceF88069fd2/e029f2cf4559eeea.jpg,E3灵动版 6+128【新品上市】,,BOE
100055158143,2699.00,商品名称：华为HUAWEI MatePad 11英寸2023款&商品编号：100055158143&商品毛重：0.891kg&商品产地：中国大陆&内存容量：128GB&分辨率：2560*1600&类型：学习平板&系统：HarmonyOS&厚度：7.1-9mm&热门机型：华为 MatePad&屏幕尺寸：11英寸&运行内存：8GB&CPU核心数：四核&支持IPv6：支持IPv6&颜色：蓝色&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/73435/8/30050/38695/642fdb86Fc59e5ae3/6e9edf06e68a30d0.jpg,【MatePad11柔光版】海岛蓝,8+128GB,华为（HUAWEI）
10049131476188,1258.00,商品名称：荣耀显通2023新款平板电脑pad大屏高清二合一办公学习游戏可插卡安卓p可插卡安卓pad护眼平板儿童 天空灰128G(分期免息+原装蓝牙键盘) 性能版全网通5G WIFI至尊版&商品编号：10049131476188&店铺： 荣耀显通官方旗舰店&商品毛重：1.0kg&内存容量：128GB&可扩展容量：最大支持256GB&是否支持专用键盘：支持专用键盘&支持IPv6：支持IPv6&系统：Android&厚度：7.1-9mm&运行内存：12GB&分辨率：1920*1080&类型：其他&颜色：其他&,http://img13.360buyimg.com/n1/jfs/t1/193220/30/30314/116259/6371e51dEb11a7b51/0bb22751677f8da2.jpg,天空灰128G(分期免息+原装蓝牙键盘),性能版全网通5G WIFI至尊版,荣耀显通
100042517438,2099.00,商品名称：小度XDH-25-B3&商品编号：100042517438&商品毛重：1.12kg&商品产地：中国大陆&屏幕尺寸：10.1英寸&学生模式：含学生模式&类型：学生平板&附加功能：真人发音，摄像头功能，拍照学习&内存容量：256GB&运行内存：6GB&接口：Type-C&家长管控：可管控&支持IPv6：支持IPv6&电池容量：6001-7000mAh&内核：八核&,http://img13.360buyimg.com/n1/s450x450_jfs/t1/71823/11/25029/171508/645c5c3cF68ca9e24/dce5a3cb7f1391f9.jpg,【新品首发】G16Pro（6+256G）,,小度
100027743462,4799.00,商品名称：AppleiPad mini（第六代）&商品编号：100027743462&商品毛重：0.611kg&商品产地：中国大陆&屏幕尺寸：8.3英寸&分辨率：2266*1488&支持IPv6：支持IPv6&系统：iPadOS&厚度：7.0mm以下&内存容量：256GB&类型：娱乐平板&处理器：A15&特性：指纹识别&颜色：灰色&,http://img12.360buyimg.com/n1/s450x450_jfs/t1/208677/29/4870/151914/6164109eE88093093/c430ee7939e210fa.jpg,深空灰色,256G WLAN版,Apple
10054511218881,1099.00,商品名称：联想（Lenovo）小新Pad&商品编号：10054511218881&商品毛重：0.74kg&内存容量：128GB&可扩展容量：最大支持1TB&学生模式：含学生模式&支持IPv6：支持IPv6&护眼模式：莱茵认证&系统：Android&厚度：7.1-9mm&家长管控：可管控&类型：娱乐平板&分辨率：2000*1200&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/120803/13/33024/71410/645daad4F1767d0b5/573db3c3ecde6ea1.jpg,10.6英寸 6G+128G 深空灰原装钢化膜套装,,联想（Lenovo）
10073476248345,3999.00,商品名称：作业帮学习机【咨询优先发货】学习平板电脑家教机小初高九科同步学辅导机AI诊断规划12.7英寸 【AI智能护眼学习机】12.7英寸_8+256G&商品编号：10073476248345&店铺： 作业帮电子教育官方旗舰店&商品毛重：1.0kg&内存容量：256GB&学生模式：含学生模式&支持IPv6：支持IPv6&护眼模式：莱茵认证&屏幕尺寸：12.7英寸&适用人群：学龄前，小学，初中生，高中生&运行内存：8GB&接口：Type-C&家长管控：可管控&电池容量：8001-9000mAh&内核：八核&类型：学习机&,http://img10.360buyimg.com/n1/jfs/t1/111844/40/35285/109857/645dc4f6Fcc5ad5b5/899cffc768a66eef.png,【AI智能护眼学习机】12.7英寸_8+256G,,作业帮
100027743396,4799.00,商品名称：AppleiPad mini（第六代）&商品编号：100027743396&商品毛重：0.6kg&商品产地：中国大陆&屏幕尺寸：8.3英寸&分辨率：2266*1488&类型：娱乐平板&系统：iPadOS&厚度：7.0mm以下&运行内存：其他&内存容量：256GB&处理器：A15&支持IPv6：支持IPv6&特性：指纹识别&颜色：紫色&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/198560/14/12733/158695/616412d9E40e1c288/6440cd3e61c4b9a1.jpg,紫色,256G WLAN版,Apple
100043442021,1099.00,商品名称：小米Redmi平板&商品编号：100043442021&商品毛重：0.79kg&商品产地：中国大陆&屏幕尺寸：10.6英寸&可扩展容量：最大支持1TB&分辨率：2000*1200&类型：娱乐平板&护眼模式：莱茵认证&系统：Android&厚度：7.1-9mm&内存容量：128GB&运行内存：4GB&CPU核心数：八核&支持IPv6：支持IPv6&热门机型：小米平板&特性：机身防水，分屏应用，高保真音质，AI智能语音&颜色：其他&,http://img11.360buyimg.com/n1/s450x450_jfs/t1/189889/2/34777/63243/6458bb78F444350cd/0e8fd246bdfee570.jpg,Redmi平板 烟青绿,4+128GB/2K/90Hz,小米（MI）
100056375399,1899.00,商品名称：小米23043RP34C&商品编号：100056375399&商品毛重：1.055kg&商品产地：中国大陆&屏幕尺寸：11英寸&分辨率：2880*1800&厚度：7.0mm以下&类型：其他&护眼模式：莱茵认证&系统：Android&CPU核心数：八核&处理器：高通骁龙870&支持IPv6：支持IPv6&热门机型：小米平板&运行内存：6GB&是否支持专用键盘：支持专用键盘&内存容量：128GB&特性：分屏应用，窄边框，高保真音质，AI智能语音&颜色：黑色&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/49441/38/20140/101194/645a31baF9417ed87/d28f4d618ca64d95.jpg,新【小米平板6】黑色,6+128GB/144Hz/2.8K,小米（MI）
100044025849,10099.00,商品名称：Apple12.9英寸 iPad Pro（第六代）&商品编号：100044025849&商品毛重：1.5kg&商品产地：中国大陆&屏幕尺寸：12.9英寸&分辨率：2732*2048&支持IPv6：不支持IPv6&系统：iPadOS&厚度：7.0mm以下&运行内存：其他&内存容量：256GB&类型：其他&颜色：灰色&,http://img14.360buyimg.com/n1/s450x450_jfs/t1/200130/22/32769/78008/645c9d4eF35d8217e/f698aacb868dd706.jpg,12.9英寸 灰色,WLAN版 256G,Apple
10068135208242,1258.00,商品名称：HUAVS90&商品编号：10068135208242&店铺： HUAV平板电脑旗舰店&商品毛重：1.2kg&商品产地：中国大陆&可扩展容量：最大支持1TB&分辨率：2560*1600&类型：二合一平板&优选服务：三年质保&厚度：7.0mm以下&特性：机身防水，5G上网，分屏应用，3G或4G上网，指纹识别，窄边框，GPS导航，高保真音质，AI智能语音&屏幕尺寸：12英寸&能效等级：一级能效&学生模式：含学生模式&支持IPv6：不支持IPv6&CPU核心数：十核&运行内存：12GB&是否支持专用键盘：支持专用键盘&家长管控：可管控&内存容量：256GB&系统：Android&颜色：蓝色&,http://img12.360buyimg.com/n1/jfs/t1/115353/24/31097/63191/63da1232Fda9b4e96/66e1ff3e295581b7.jpg,星河蓝,新Pro旗舰12G+256G原装键盘鼠标,HUAV
10066597543244,4048.00,商品名称：苹果（Apple）iPad Air&商品编号：10066597543244&店铺： APPLE聚石专卖店&商品毛重：1.2kg&屏幕尺寸：10.9英寸&分辨率：2360*1640&支持IPv6：不支持IPv6&系统：iPadOS&厚度：7.0mm以下&运行内存：其他&内存容量：64GB&类型：娱乐平板&颜色：其他&,http://img14.360buyimg.com/n1/jfs/t1/76263/7/26680/80008/645e123aF660b1386/e98fd3f5fbdc24bf.jpg,蓝色,64GB WLAN版 【官方标配】,苹果（Apple）
